Gen1	Gen2	Gen3	Gen4	Gen5	control1	control2	control3	control4	control5
Lysinibacillus sp. FSL W7-1291	39.1940561752912	34.7299498129428	27.1239923958385	49.1930080597243	56.3539219029852	32.4281023305271	55.1324457052172	33.6442440761686	69.332170718521	49.1744197439763
Lysinibacillus timonensis	144.765142970027	150.227224772264	174.045617873297	207.128454988313	187.846406343284	64.8562046610543	99.0133718787574	99.010203995582	129.621014821583	148.526818818541
Macrococcoides canis	131.489736846138	18.5764847836671	40.6859885937577	119.09886161828	33.8123531417911	410.34021795167	102.388827738261	485.43837881329	467.238541798728	478.69792281381
Mageeibacillus indolicus	324.931368937091	218.879451146686	246.3762642622	107.016368410628	225.415687611941	304.325268024947	663.839652368942	645.969486262438	257.232401506397	182.64784476334
Malacoplasma penetrans	24.6543256586509	21.8071777895222	46.3368203428907	45.7408671432524	53.8493031517414	18.7085205753041	34.8797105481986	19.2252823292392	28.1347939147621	43.1530622243057
Mannheimia haemolytica	112.524870954868	24.2301975439136	55.3781511415036	12.0824932076516	70.129325034826	53.6310923158718	16.8772792975155	14.4189617469294	16.0770250941498	0
Marivirga tractuosa	36.0332451934128	28.2685638012325	0	28.480162560893	0	0	29.2539507823601	38.4505646584784	0	0
Marvinbryantia formatexigens	35659.6373353548	49600.829718894	28689.2727903483	22057.4543857971	97499.7987484181	116510.429969469	162312.170460066	140968.42141503	263004.053515196	61324.5156590849
Massilistercora timonensis	110.628384365741	64.6138601171029	68.9401473394228	67.3167478712016	67.6247062835822	159.646042242595	176.648856647329	188.407766826544	102.491034975205	190.676321456235
Mediterraneibacter glycyrrhizinilyticus	81.5489233324606	97.7284634271181	287.062252855957	94.0708399738587	15.0277125074627	96.0370722865612	74.2600289090681	52.8695264054079	25.1203517096091	141.501901712258
Mediterraneibacter gnavus	14913.3383746983	4206.3622936234	4541.00839360329	4603.42991211525	9930.81334868161	15087.7982266303	19658.654925746	19215.6696880746	2735.10389414223	3050.82114329975
Megasphaera stantonii	0	14.5381185263482	0	12.9455284367695	0	17.4612858702838	13.5018234380124	16.3414899798533	17.0818391625342	18.0640725590117
Melioribacter roseus	9.48243294563496	11.307425520493	0	11.2194579785336	25.0461875124379	26.1919288054258	34.8797105481986	24.031602911549	0	15.0533937991764
Mesobacillus subterraneus	39.8262183716668	50.8834148422185	45.2066539930641	43.1517614558985	32.5600437661692	33.6753370355474	42.7557742203725	46.1406775901741	28.1347939147621	37.1317047046352
Mesomycoplasma ovipneumoniae	13.9075683202646	28.2685638012325	0	25.8910568735391	16.2800218830846	0	48.381533986211	32.6829799597067	17.0818391625342	0
Metamycoplasma hominis	32.8724342115345	34.7299498129428	0	40.5626557685446	122.726318810946	27.439163510446	49.5066859393787	20.1865464457012	43.2070049405276	60.2135751967057
Methylomagnum ishizawai	571.4746255236	592.832166574419	392.167723389831	284.80162560893	300.554250149254	293.100155679765	612.082662523228	617.131562768579	352.689738002911	440.562658522563
Microcystis aeruginosa	29.0794610332805	42.8066823275807	42.9463212934109	44.0147966850164	66.3723969079603	28.6863982154663	25.8784949228571	28.8379234938588	46.2214471456807	48.1708601573645
Micromonospora viridifaciens	29.0794610332805	37.960642818798	16.952495247399	37.1105148520727	50.0923750248757	49.889388200811	42.7557742203725	30.7604517267828	28.1347939147621	45.1601813975292
Microvenator marinus	81.5489233324606	88.8440576610165	194.388612170176	11.2194579785336	51.3446844004976	38.6642758556285	38.2551664077017	52.8695264054079	45.2166330772963	0
Moorella humiferrea	20619.8665213814	15741.5516710292	5589.80276624238	22450.9984502749	31.3077343905473	41971.9422933423	144.019450005465	275.882801424583	526.522571833406	13816.0048288841
Moorella thermoacetica	10.7467573383863	23.4225242924498	14.6921625477458	31.0692682482469	16.2800218830846	36.169806445588	20.2527351570186	24.031602911549	28.1347939147621	84.2990052753879
Morganella morganii	14.5397305166403	16.1534650292757	0	14.6715988950055	30.0554250149254	26.1919288054258	21.3778871101863	27.8766593773969	16.0770250941498	11.0391554527294
Muribaculum gordoncarteri	34116.5294140018	19019.8973987207	75925.705547701	40724.9063916187	12181.2132966742	21604.5995603612	29734.3906663628	33195.3337337809	66068.5346244086	12789.3633717803
Muribaculum intestinale	10010.920541805	2847.04821140985	12323.3338785093	5282.63863743109	3872.14058942289	7054.35949159467	5974.55687132048	8752.30978038615	16257.891626459	2821.00599796566
Mycobacterium tuberculosis	581.589220665611	424.028457018488	339.049904947981	536.807912511377	319.338890783583	667.270567185847	460.187148845588	412.382305962181	533.556270312096	705.502389388068
Mycolicibacterium sarraceniae	13.2754061238889	13.7304452748844	0	18.9867750405953	22.5415687611941	14.9668164602433	0	0	19.0914672993029	22.0783109054587
Mycoplasma capricolum	44.8835159426721	61.3831671112478	50.8574857421971	64.7276421838477	86.4093469179106	44.9004493807299	41.6306222672048	32.6829799597067	49.2358893508337	60.2135751967057
Mycoplasma phocoenae	9.48243294563496	0	0	20.7128454988313	0	0	23.6281910165217	0	15.0722110257654	40.1423834644704
Mycoplasmopsis bovis	17.7005414985186	33.922276561479	39.5558222439311	50.0560432888422	0	0	22.503039063354	24.992867028011	20.0962813676872	30.1067875983528
Mycoplasmopsis cynos	106.203248991112	127.612373731278	198.909277569482	142.400812804465	236.686471992538	123.476235797007	136.143386333291	101.893996344968	174.837647898879	201.715476908964
Mycoplasmopsis equigenitalium	383.722453200028	630.792809393217	71.200480039076	137.222601429757	63.8677781567165	224.502246903649	258.78494922857	373.931741303703	407.954511764051	56.1993368502586
Myroides odoratus	87.8705452962173	31.4992568070877	97.1943060850879	53.5081842053141	60.1108500298509	64.8562046610543	29.2539507823601	80.7461857828047	108.519919385511	55.1957772636469
Nakamurella antarctica	0	0	15.8223288975724	8.63035229117969	0	19.9557552803244	0	0	12.0577688206123	11.0391554527294
Neisseria gonorrhoeae	16.4362171057673	0	0	14.6715988950055	31.3077343905473	0	0	39.4118287749404	25.1203517096091	0
Neobacillus sp. FSL H8-0543	75.227301368704	71.882919380277	73.4608127387292	78.5362058497352	93.923203171642	39.9115105606488	51.7569898457141	39.4118287749404	61.2936581714461	91.3239223816702
Neobacillus sp. PS2-9	93.5600050635982	114.689601707858	91.5434743359549	142.400812804465	166.557146957712	54.8783270208921	105.764283597764	62.4821675700275	101.486220906821	121.430709980023
Nicoliella spurrieriana	12.0110817311376	12.9227720234206	0	13.8085636658875	15.0277125074627	0	0	0	14.0673969573811	16.0569533857882
Nodularia sphaerocarpa	244.014607801006	193.841580351309	126.57863118058	170.01794013624	47.5877562736319	129.712409322109	223.905238680372	239.354764999028	88.4236380178239	101.359518247788
Nostoc sp. C052	17.7005414985186	25.8455440468412	0	18.9867750405953	60.1108500298509	17.4612858702838	20.2527351570186	0	28.1347939147621	50.1779793305881
Novisyntrophococcus fermenticellae	271.19758224516	407.874991989212	10439.3465733483	142.400812804465	463.3544689801	860.59194646399	805.608798468072	1005.48226581921	957.587807170297	392.391798365199
Novosphingobium decolorationis	20.2291902840212	13.7304452748844	0	0	23.793878136816	18.7085205753041	25.8784949228571	12.4964335140055	28.1347939147621	11.0391554527294
Orientia tsutsugamushi	82.1810855288363	243.1096486906	25.9938260460119	112.194579785336	82.6524187910449	149.668164602433	174.398552740993	133.615712188213	107.515105317127	77.2740881691056
Oscillibacter hominis	28385.3469416601	47881.2933665276	44665.3043114972	36521.9248258142	23730.0103586592	26036.0244672982	35870.9694189394	35198.6081524876	39845.9018817819	21909.712894908
Paenibacillus larvae	104.93892459836	169.611382807395	53.1178184418504	63.0015717256118	160.295600079602	135.94858284721	316.167698840123	272.999009075197	139.669155505426	126.448507913082
Paenibacillus mucilaginosus	254.129202943017	210.802718632048	189.867946770869	157.07241169947	235.434162616916	289.358451564704	331.919826184471	297.991876103208	144.693225847348	132.469865432752
Paenibacillus polymyxa	359.068127541377	557.294543510013	370.694562743126	308.103576795115	472.120634609454	369.181472686001	373.550448451676	347.016346042768	201.967627745257	344.220938207834
Paenibacillus sonchi	0	34.7299498129428	14.6921625477458	0	22.5415687611941	0	0	0	20.0962813676872	23.0818704920705
Paenibacillus sp. FSL M7-0896	30.3437854260319	50.0757415907548	57.6384838411568	44.8778319141344	83.9047281666668	43.6532146757096	100.138523831925	120.158014557745	24.1155376412247	49.1744197439763
Paenibacillus sp. FSL R5-0701	77.123787957831	119.53564121664	64.4194819401164	94.9338752029766	170.314075084577	160.893276947615	195.776439851179	130.731919838827	109.524733453895	117.416471633576
Paenibacillus sp. FSL R7-0216	24.0221634622752	14.5381185263482	144.661292777805	15.5346341241234	27.5508062636816	24.9446941004055	56.2575976583849	60.5596393371035	0	0
Paenibacillus sp. JNUCC-31	59.4232464593124	56.537127602465	108.495969583354	48.3299728306063	139.00634069403	130.959644027129	236.281910165217	185.523974477158	51.2455174876025	47.1673005707528
Paenibacillus sp. KS-LC4	12.0110817311376	14.5381185263482	16.952495247399	16.3976693532414	0	23.6974593953852	75.3851808622358	55.7533187547937	55.2647737611399	35.1245855314116
Paenibacillus sp. RC67	20.2291902840212	15.3457917778119	0	0	20.0369500099503	0	14.6269753911801	10.5739052810816	0	0
Paenibacillus sp. SYP-B4298	8.85027074925929	14.5381185263482	30.5144914453183	28.480162560893	0	0	0	20.1865464457012	19.0914672993029	13.0462746259529
Paenibacillus swuensis	150.454602737408	121.150987719568	196.648944869829	192.456856093307	231.67723449005	66.1034393660746	122.641562895279	86.5137704815765	140.673969573811	181.644285176729
Paludicola sp. MB14-C6	3496.4891081538	5522.86969350937	4066.33852667612	2682.31349209865	3571.58633927364	4300.46526290991	4815.65035955775	6288.58984989415	6822.68752432982	5836.702555734
Parabacteroides distasonis	71.43432819045	0	114.146801332487	35.3844443938367	37.5692812686568	61.1145005459935	0	42.2956211243263	84.4043817442864	52.1850985038116
Parabacteroides goldsteinii	2583.64689658734	2296.21505391154	2471.67380707078	2554.58427818919	1200.9646912214	4624.74628621518	420.806830484719	5358.08618515897	10727.3949940715	4008.21698892737
Paraclostridium bifermentans	14.5397305166403	20.9995045380584	0	24.1649864153031	13.7754031318408	14.9668164602433	14.6269753911801	17.3027540963153	12.0577688206123	21.074751318847
Paraclostridium sordellii	867.958695623786	0	333.399073198848	1333.38942898726	0	127.217939912068	14.6269753911801	20.1865464457012	47.226261214065	776.755120037503
Paramuribaculum intestinale	30398.7835371165	9620.19609818516	39158.0036887922	22434.6007809216	17109.0506897463	13609.8251011812	5422.10726231514	8446.62779135125	19339.6563741938	7294.87463508089
Paraprevotella clara	10863.0751825194	5535.79246553279	8731.66521876034	10698.1847001463	4405.62438343782	8912.73920207488	3763.63328334595	9269.46987504269	9316.63604205981	6011.32192380445
Pectinatus frisingensis	164.994333254048	179.303461824961	1034.10221009134	178.64829242742	196.612571972637	390.384462671346	811.23455823391	440.258965339578	400.920813285361	87.3096840352232
Pediococcus acidilactici	254.129202943017	194.649253602772	264.458925859425	288.253766525402	251.7141845	92.2953681715003	162.021881256149	135.538240421136	207.996512155563	244.86853913327
Pediococcus damnosus	350.217856792118	277.031925252079	417.031383086017	455.682600974288	398.234381447762	134.70134814219	289.164051964098	159.569843332686	259.242029643165	374.327725806187
Pediococcus parvulus	36.6654073897885	16.9611382807395	38.4256558941045	40.5626557685446	27.5508062636816	0	38.2551664077017	13.4576976304675	23.1107235728403	35.1245855314116
Pediococcus pentosaceus	11.3789195347619	8.07673251463786	0	0	17.5323312587065	0	13.5018234380124	0	12.0577688206123	10.0355958661176
Pelolinea submarina	55.6302732810584	44.4220288305082	56.5083174913302	64.7276421838477	45.0831375223881	0	38.2551664077017	23.0703387950871	37.1781205302214	37.1317047046352
Pelosinus sp. UFO1	22.7578390695239	27.4608905497687	13.5619961979192	39.6996205394266	40.0739000199006	29.9336329204866	31.5042546886955	22.1090746786251	18.0866532309185	32.1139067715764
Peptacetobacter hiranonis	1352.19493804754	1168.7031948681	21835.9440449998	1965.13121670162	18578.0095873508	3791.59350326164	46747.8133502115	42555.162435771	375.800461575751	2311.19772796689
Peribacillus frigoritolerans	29.0794610332805	13.7304452748844	23.7334933463587	33.6583739356008	27.5508062636816	0	18.0024312506832	20.1865464457012	15.0722110257654	18.0640725590117
Peribacillus sp. R9-11	36.0332451934128	50.8834148422185	0	39.6996205394266	60.1108500298509	46.1476840857502	96.763067972422	53.8307905218698	59.2840300346774	46.163740984141
Periweissella cryptocerci	50.5729757100531	89.6517309124803	22.6033269965321	64.7276421838477	123.978628186567	64.8562046610543	79.8857886749065	52.8695264054079	61.2936581714461	62.2206943699292
Petrocella atlantisensis	40.4583805680425	18.5764847836671	11.301663498266	0	0	0	58.5079015647203	34.6055081926306	11.052954752228	16.0569533857882
Phascolarctobacterium sp. Marseille-Q4147	0	0	16.952495247399	0	37.5692812686568	29.9336329204866	19.1275832038509	0	36.173306461837	0
Phocaeicola coprophilus	304.070016456694	0	398.948721488791	390.091923561322	0	333.011666240413	0	324.907271364143	50.2407034192181	30.1067875983528
Phoenicibacter congonensis	594.232464593124	547.602464492447	1278.21814165389	536.807912511377	439.560590843284	729.632302436861	518.695050410309	441.22022945604	665.186913270448	337.196021101552
Photobacterium leiognathi	12.0110817311376	16.1534650292757	0	12.9455284367695	26.2984968880598	22.4502246903649	15.7521273443478	15.3802258633914	14.0673969573811	20.0711917322352
Photobacterium profundum	23.3900012658996	27.4608905497687	0	36.2474796229547	82.6524187910449	0	13.5018234380124	0	21.1010954360716	38.1352642912469
Pigmentibacter sp. JX0631	10.7467573383863	18.5764847836671	0	10.3564227494156	0	22.4502246903649	38.2551664077017	21.1478105621631	20.0962813676872	15.0533937991764
Piscirickettsia salmonis	20.8613524803969	40.3836625731893	22.6033269965321	36.2474796229547	55.1016125273633	19.9557552803244	31.5042546886955	37.4893005420165	40.1925627353745	46.163740984141
Planktothrix agardhii	2368.07958762324	4471.27912010352	4534.22739550433	2981.78671660258	3783.22662375374	8201.81542021333	6346.98216781898	8406.25469845985	4313.66679557407	6399.6994838232
Planococcus shixiaomingii	462.742727746986	257.647767216948	1410.4476045836	246.828075527739	179.080240713931	1021.48522341161	857.365788313786	666.156032708139	467.238541798728	1179.18251426882
Planococcus sp. MB-3u-03	54.3659488883071	38.7683160702617	57.6384838411568	49.1930080597243	87.6616562935325	44.9004493807299	82.136092581242	72.0948087346471	64.3081003765992	38.1352642912469
Pontibacillus chungwhensis	175.108928396059	123.574007473959	200.039443919309	171.744010594476	227.920306363184	73.5868475961962	148.520057818136	100.932732228506	174.837647898879	226.804466574258
Porphyromonas asaccharolytica	19.5970280876456	17.7688115322033	28.2541587456651	25.8910568735391	0	18.7085205753041	12.3766714848447	27.8766593773969	50.2407034192181	20.0711917322352
Porphyromonas gingivalis	17.7005414985186	8.88440576610165	27.1239923958385	14.6715988950055	0	0	0	23.0703387950871	24.1155376412247	0
Porphyromonas somerae	429.870293535451	81.5749983978424	719.915964839546	141.537777575347	229.172615738806	246.952471594014	117.015803129441	232.625916183795	396.901557011823	186.662083109788
Porphyromonas sp. oral taxon 275	34.1367586042858	18.5764847836671	54.247984791677	39.6996205394266	15.0277125074627	24.9446941004055	36.0048625013663	49.02446993956	74.3562410604428	26.0925492519058
Prevotella corporis	17.7005414985186	0	24.8636596961853	12.9455284367695	0	19.9557552803244	0	18.2640182127773	29.1396079831465	0
Prevotella denticola	410.273265447806	201.110639614483	660.017148298736	294.295013129228	294.292703271145	399.115105606488	193.526135944844	274.921537308121	492.358893508337	240.854300786823
Prevotella melaninogenica	783.881123505823	340.838112117718	617.070827005325	612.755012673758	286.778847017413	473.949187907704	24.7533429696894	557.533187547937	686.288008706519	436.548420176116
Prevotella nigrescens	58.1589220665611	17.7688115322033	51.9876520920238	37.9735500811907	0	26.1919288054258	0	0	0	31.1103471849646
Prevotella sp. oral taxon 299	18.9648658912699	12.1150987719568	0	15.5346341241234	0	0	0	12.4964335140055	15.0722110257654	14.0498342125647
Priestia aryabhattai	708.021659940743	654.215333685667	775.29411598105	727.538698146448	958.016672350748	569.986260194266	727.973313699501	569.068356945481	639.061747492454	877.111078698679
Priestia megaterium	589.807329218494	520.949247194142	585.426169210181	715.456204938797	900.410441072141	254.435879824136	439.93441368857	325.868535480605	595.854742551927	707.509508561291
Proteiniborus sp. MB09-C3	79.020274546958	134.073759742989	54.247984791677	81.1253115370891	0	346.731247995636	1468.32329888385	1428.43847706247	1271.08979650622	3078.92081172488
Proteus mirabilis	134.650547828016	166.38068980154	13.5619961979192	111.331544556218	41.3262093955225	296.841859794825	135.018234380124	106.700316927278	207.996512155563	79.2812073423291
Proteus terrae	16.4362171057673	0	0	13.8085636658875	17.5323312587065	27.439163510446	28.1287988291924	33.6442440761686	30.1444220515309	18.0640725590117
Pseudalkalibacillus hwajinpoensis	41.0905427644181	71.0752461288132	20.3429942968789	62.1385364964938	106.446296927861	33.6753370355474	36.0048625013663	24.031602911549	39.1877486669901	93.3310415548938
Pseudanabaena sp. PCC 7367	64.4805440303177	58.9601473568564	0	0	28.8031156393035	0	24.7533429696894	26.9153952609349	30.1444220515309	31.1103471849646
Pseudoalteromonas sp. A41-2	18.9648658912699	0	39.5558222439311	23.3019511861852	25.0461875124379	27.439163510446	67.5091171900619	56.7145828712557	0	0
Pseudobutyrivibrio xylanivorans	190.91298330545	36.3452963158704	335.659405898501	88.8926285991508	0	506.377290238232	625.58448596124	3697.98305602916	1373.58083148142	523.858104211339
Pseudodesulfovibrio portus	10.7467573383863	47.6527218363634	0	0	0	58.6200311359529	0	19.2252823292392	17.0818391625342	20.0711917322352
Pseudoflavonifractor gallinarum	26.5508122477779	121.958660971032	39.5558222439311	37.9735500811907	0	33.6753370355474	0	0	0	0
Pseudomonas aeruginosa	25.2864878550266	34.7299498129428	0	27.617127331775	28.8031156393035	16.2140511652636	37.130014454534	34.6055081926306	25.1203517096091	21.074751318847
Pseudomonas amygdali	20.2291902840212	31.4992568070877	11.301663498266	31.0692682482469	65.1200875323384	27.439163510446	30.3791027355278	29.7991876103208	21.1010954360716	40.1423834644704
Pseudomonas beijingensis	0	0	0	8.63035229117969	17.5323312587065	0	29.2539507823601	32.6829799597067	12.0577688206123	0
Pseudomonas hefeiensis	18.3327036948942	41.1913358246531	21.4731606467055	50.9190785179602	20.0369500099503	58.6200311359529	29.2539507823601	41.3343570078643	38.1829345986058	31.1103471849646
Pseudomonas putida	10.7467573383863	16.1534650292757	0	11.2194579785336	18.7846406343284	33.6753370355474	19.1275832038509	17.3027540963153	21.1010954360716	21.074751318847
Pseudomonas sp. BYT-5	84.7097343143389	95.3054436727268	0	0	111.455534430348	74.8340823012165	0	51.9082622889459	77.3706832655959	0
Pseudomonas sp. DR48	16.4362171057673	22.614851040986	0	17.2607045823594	20.0369500099503	22.4502246903649	19.1275832038509	19.2252823292392	17.0818391625342	13.0462746259529
Pseudomonas sp. MPDS	40.4583805680425	95.3054436727268	307.405247152836	440.147966850164	43.8308281467663	377.912115621143	191.275832038509	778.623934334188	124.596944479661	147.523259231929
Pseudomonas sp. SGAir0191	62.5840574411907	127.612373731278	107.365803233527	55.23425466355	62.6154687810946	117.240062271906	150.770361724472	130.731919838827	80.385125470749	93.3310415548938
Pseudoroseomonas cervicalis	94.8243294563496	685.714590492754	39.5558222439311	39.6996205394266	275.508062636816	13.719581755223	32.6294066418632	34.6055081926306	17.0818391625342	103.366637421011
Pusillibacter faecalis	1395.81412959747	1592.73165188659	7097.44467691107	9673.76188318332	5129.45920254727	3843.97736087249	2855.63565713962	2386.81880117505	16065.9721393976	8652.6907557666
Qiania dongpingensis	44313.9378037377	27717.7306437342	12508.6811598808	19199.9447421875	21364.3979481095	67016.4151701494	32532.6435738908	31465.0583241494	53027.0528308479	9608.079482221
Radiobacillus deserti	8.21810855288363	10.4997522690292	0	9.49338752029766	18.7846406343284	0	11.251519531677	10.5739052810816	12.0577688206123	10.0355958661176
Rhizobium leguminosarum	55.6302732810584	54.9217810995375	58.7686501909834	75.9471001623813	30.0554250149254	162.140511652636	34.8797105481986	38.4505646584784	46.2214471456807	82.2918861021644
Rhodococcus antarcticus	29.0794610332805	22.614851040986	29.3843250954917	27.617127331775	36.3169718930349	27.439163510446	39.3803183608694	27.8766593773969	26.1251657779934	48.1708601573645
Rhodococcus erythropolis	46.7800025317991	30.6915835556239	30.5144914453183	38.8365853103086	41.3262093955225	54.8783270208921	49.5066859393787	41.3343570078643	46.2214471456807	43.1530622243057
Rhodococcus qingshengii	15.8040549093916	67.844553122958	27.1239923958385	30.2062330191289	18.7846406343284	79.8230211212976	112.51519531677	95.1651475297341	30.1444220515309	24.0854300786823
Rhodovulum sp. P5	94.1921672599739	70.2675728773494	0	66.4537126420836	0	360.450829750859	0	106.700316927278	0	0
Rickettsiales endosymbiont of Stachyamoeba lipophora	18.9648658912699	37.960642818798	16.952495247399	22.4389159570672	28.8031156393035	37.4170411506082	60.7582054710557	56.7145828712557	16.0770250941498	24.0854300786823
Romboutsia ilealis	16601.8436012177	62.9985136141753	6128.89211510967	26430.4538917378	0	2438.34384831464	217.154326961366	398.924608331714	991.751485495365	15849.2165513595
Romboutsia sp. 13368	422.284347178943	21.8071777895222	200.039443919309	693.017288981729	0	62.3617352510137	15.7521273443478	41.3343570078643	55.2647737611399	305.082114329975
Roseburia hominis	15188.3289301217	12529.4351499577	17498.3655943653	6320.00698283089	16361.4219925	9654.84385156195	47672.6882557154	36673.1873071403	6561.43586654988	13566.1184918178
Roseburia sp. 499	15789.515178875	10649.9794938015	6344.75388792655	6814.52616911549	29205.1069488782	24121.5191950921	6161.33209554631	7057.60114306372	2818.50346181814	5845.73459201351
Roseburia sp. 831b	44.2513537462965	61.3831671112478	80.2418108376888	15.5346341241234	60.1108500298509	32.4281023305271	118.140955082608	61.5209034535655	29.1396079831465	0
Roseinatronobacter sp. S2	200.395416251085	514.487861182432	394.428056089485	492.793115826361	417.01902208209	241.963532773933	388.177423842856	495.05101997791	551.642923543015	409.452311337598
Rubrobacter indicoceani	18.9648658912699	14.5381185263482	0	13.8085636658875	0	31.1808676255069	33.7545585950309	21.1478105621631	0	14.0498342125647
Rubrobacter xylanophilus	6.9537841601323	0	0	0	0	17.4612858702838	0	22.1090746786251	20.0962813676872	15.0533937991764
Ruminiclostridium herbifermentans	135.282710024392	311.761875065022	51.9876520920238	544.575229573439	0	295.594625089805	31.5042546886955	74.978601084033	54.2599596927556	139.494782539035
Ruminococcus albus	1098.6978973009	2498.13336677749	38.4256558941045	535.081842053141	56.3539219029852	526.333045518556	722.347553933662	547.920546383318	434.079677542044	1461.18275810672
Ruminococcus bicirculans (ex Wegman et al. 2014)	37.9297317825398	91.2670774154079	25.9938260460119	64.7276421838477	25.0461875124379	56.1255617259124	70.884573049565	64.4046958029514	46.2214471456807	71.252730649435
Ruminococcus bovis	1093.6405997299	1030.59106886779	1673.7763640932	781.046882351762	795.216453519902	1078.85801984254	1059.89313988397	2029.2285498512	1930.24782536636	1317.67373722124
Ruminococcus champanellensis	5239.99244575788	8159.92285953863	5833.91869780493	5520.83636066765	58649.4049885001	4421.44702929687	3715.25174935974	3595.12779556773	4480.46593092587	4493.93982884747
Ruminococcus gauvreauii	1447.01926750389	3517.41701012479	1809.39632607239	2892.03105277432	53.8493031517414	30854.0921327916	1326.55415278472	3208.69962075003	16548.2828922221	21977.9549467976
Ruthenibacterium lactatiformans	554.406246221457	1750.22793592202	320.967243350755	950.201787258884	60.1108500298509	2251.2586425616	949.628248473537	1052.58420752585	377.81008971252	12255.4696717028
Ruthenibacterium sp. TH_2024_36131	355.275154363123	1176.77992738274	229.4237690148	937.256258822115	112.70784380597	1172.40062271906	433.183501969564	474.864473532209	64.3081003765992	6645.57158254308
Salmonella enterica	1509.60332494509	2252.6006983325	926.736406857815	1644.08211146973	1649.29144769403	2904.80962799222	2627.22981064657	2894.36625466696	2494.95333179837	1895.72405910962
Secundilactobacillus paracollinoides	33.5045964079102	21.8071777895222	48.5971530425439	59.5494308091399	31.3077343905473	0	28.1287988291924	13.4576976304675	21.1010954360716	36.1281451180234
Sedimentibacter sp. MB35-C1	163.730008861297	47.6527218363634	25.9938260460119	126.866178680341	30.0554250149254	498.89388200811	176.648856647329	155.724786866838	336.612712908761	320.135508129152
Sedimentibacter sp. zth1	37.9297317825398	18.5764847836671	74.5909790885558	102.701192265038	41.3262093955225	0	0	39.4118287749404	12.0577688206123	37.1317047046352
Selenomonas ruminantium	507.626243689658	103.382176187365	0	0	973.044384858211	0	121.516410942111	63.4434316864894	35.1684923934527	0
Selenomonas sp. TAMA-11512	29.7116232296562	49.268068339291	16.952495247399	46.6039023723703	58.858540654229	21.2029899853447	43.8809261735402	38.4505646584784	22.105909504456	37.1317047046352
Selenomonas sp. oral taxon 136	0	37.1529695673342	0	21.5758807279492	0	36.169806445588	41.6306222672048	13.4576976304675	15.0722110257654	39.1388238778587
Sellimonas caecigallum	22135.1593060939	13081.8836539589	5418.01748106874	10982.9863257553	2120.15977292786	35294.2476826637	127807.135512272	107003.115123963	68477.0739463259	28368.6223943413
Sellimonas catena	1466.61629559154	3137.00290868535	969.682728151226	917.406448552401	609.874665927862	2816.25596393578	901.246714487326	893.975628309624	1465.0189117044	268.953969211952
Sellimonas intestinalis	149.190278344657	109.843562199075	150.312124526938	49.1930080597243	167.809456333334	38.6642758556285	111.390043363602	118.235486324821	43.2070049405276	30.1067875983528
Serpentinicella alkaliphila	588.543004825743	754.366816867176	413.640884036537	476.395446473119	715.068653480101	883.042171154355	1223.04017309329	1074.69328220447	708.393918210975	524.861663797951
Serratia symbiotica	42.3548671571695	74.3059391346683	82.5021435373421	76.8101353914993	90.1662750447763	67.3506740710948	94.5127640660866	109.584109276664	60.2888441030617	113.402233287129
Shewanella xiamenensis	29.0794610332805	58.1524741053926	0	31.0692682482469	63.8677781567165	69.8451434811354	74.2600289090681	76.9011293169569	53.2551456243712	67.238492302988
Silicimonas algicola	42.9870293535451	35.5376230644066	14.6921625477458	26.7540921026571	51.3446844004976	42.4059799706893	144.019450005465	39.4118287749404	45.2166330772963	0
Simiaoa sunii	2895.93502159692	1716.30565936055	3534.03017590779	1560.36769424529	762.656409753733	3145.52592606113	1947.63803093329	1640.87784680057	3039.5625568627	946.356690174891
Sinanaerobacter sp. ZZT-01	99.8816270273549	172.034402561786	141.270793728325	72.4949592459094	78.8954906641792	125.970705207048	122.641562895279	99.010203995582	128.616200753198	49.1744197439763
Singulisphaera sp. Ch08	20.8613524803969	20.9995045380584	0	19.8498102697133	26.2984968880598	0	16.8772792975155	16.3414899798533	23.1107235728403	19.0676321456235
Sinorhizobium medicae	9.48243294563496	10.4997522690292	0	20.7128454988313	35.064662517413	0	0	0	11.052954752228	15.0533937991764
Sodaliphilus pleomorphus	2423.07769870792	1033.82176187365	1764.18967207933	5913.51738991633	256.723422002488	1638.86640239664	399.428943374533	3196.20318723602	9425.15596144532	1872.64218861755
Solibacillus silvestris	71.43432819045	80.7673251463786	83.6323098871686	107.016368410628	160.295600079602	46.1476840857502	81.0109406280743	53.8307905218698	92.4428942913613	106.377316180847
Solibaculum mannosilyticum	32675.8317684617	28824.2429982396	3140.73228616813	3789.587691057	56037.0876309528	156817.313931609	2525.96613486148	19524.2354694589	32778.0397247663	39421.8276812832
Spirobacillus cienkowskii	25.9186500514022	46.8450485848996	0	29.343197790011	52.5969937761195	31.1808676255069	36.0048625013663	33.6442440761686	34.1636783250683	40.1423834644704
Spirochaeta thermophila	13.2754061238889	0	0	12.0824932076516	15.0277125074627	17.4612858702838	0	11.5351693975435	25.1203517096091	0
Spiroplasma mirum	8.85027074925929	75.9212856375959	23.7334933463587	25.0280216444211	0	0	0	0	0	19.0676321456235
Sporolactobacillus sp. Y61	41.0905427644181	36.3452963158704	27.1239923958385	46.6039023723703	56.3539219029852	24.9446941004055	33.7545585950309	25.9541311444729	39.1877486669901	57.2028964368704
